url_length,host_length,path_length,num_dots,num_hyphens,num_digits,num_slashes,has_at_symbol,has_raw_ip,digit_ratio,label
104,25,79,5,5,7,5,0,0,0.067,1
24,17,7,4,0,15,1,0,0,0.625,1
22,20,2,3,0,16,1,0,0,0.727,1
18,15,3,1,0,0,1,0,0,0.0,0
31,10,21,1,1,0,2,0,0,0.0,0
32,7,25,2,0,0,3,0,0,0.0,0
143,11,132,5,3,23,8,0,0,0.161,0
27,8,19,1,2,0,1,0,0,0.0,0
20,18,2,3,0,14,1,0,0,0.7,1
90,25,65,5,2,3,5,0,0,0.033,1
15,7,8,1,0,0,1,0,0,0.0,0
42,11,31,3,0,2,2,0,0,0.048,0
52,9,43,3,1,1,5,0,0,0.019,0
48,41,7,3,2,1,2,0,0,0.021,1
21,19,2,3,0,15,1,0,0,0.714,1
31,21,10,3,0,4,1,0,0,0.129,1
21,19,2,3,0,15,1,0,0,0.714,1
23,15,8,1,0,0,1,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
13,7,6,1,0,0,1,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
15,11,4,1,0,0,2,0,0,0.0,0
87,25,62,5,1,7,6,0,0,0.08,1
25,18,7,4,0,14,1,0,0,0.56,1
86,25,61,5,3,6,5,0,0,0.07,1
21,19,2,3,0,15,1,0,0,0.714,1
22,20,2,3,0,16,1,0,0,0.727,1
105,25,80,4,1,5,6,0,0,0.048,1
60,9,51,1,1,0,4,0,0,0.0,0
96,25,71,4,1,5,5,0,0,0.052,1
39,11,28,1,0,0,5,0,0,0.0,0
88,9,79,2,3,4,8,0,0,0.045,0
26,19,7,4,0,15,1,0,0,0.577,1
75,7,68,1,5,0,4,0,0,0.0,0
19,9,10,1,0,0,3,0,0,0.0,0
29,11,18,2,2,4,1,0,0,0.138,0
107,9,98,2,10,9,4,0,0,0.084,0
18,8,10,1,0,0,1,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
37,11,26,1,1,0,3,0,0,0.0,0
43,17,26,2,0,16,2,0,0,0.372,1
23,10,13,2,0,5,1,0,0,0.217,1
35,12,23,1,3,2,2,0,0,0.057,0
22,20,2,3,0,16,1,0,0,0.727,1
31,10,21,2,0,0,2,0,0,0.0,1
23,21,2,3,0,17,1,0,0,0.739,1
17,11,6,1,0,0,1,0,0,0.0,0
74,14,60,3,0,17,7,0,0,0.23,0
79,25,54,4,0,2,5,0,0,0.025,1
27,9,18,1,0,0,2,0,0,0.0,0
19,12,7,3,0,11,1,0,1,0.579,1
19,8,11,1,0,0,1,0,0,0.0,0
29,9,20,1,2,0,2,0,0,0.0,0
25,13,12,4,0,11,1,0,1,0.44,1
29,14,15,1,1,0,2,0,0,0.0,0
38,9,29,1,1,0,2,0,0,0.0,0
64,20,44,2,4,27,1,0,0,0.422,1
22,20,2,3,0,16,1,0,0,0.727,1
39,13,26,4,0,10,2,0,1,0.256,1
19,10,9,1,0,0,1,0,0,0.0,0
17,10,7,1,0,0,1,0,0,0.0,0
61,13,48,4,1,27,3,0,1,0.443,1
80,25,55,4,3,5,5,0,0,0.062,1
22,20,2,3,0,16,1,0,0,0.727,1
30,10,20,1,1,0,2,0,0,0.0,0
61,7,54,2,3,6,5,0,0,0.098,0
41,11,30,1,0,3,2,0,0,0.073,0
12,8,4,1,0,0,1,0,0,0.0,0
40,12,28,4,0,27,2,0,1,0.675,1
101,25,76,4,4,4,5,0,0,0.04,1
52,10,42,2,5,6,3,0,0,0.115,0
18,11,7,1,0,0,1,0,0,0.0,0
111,25,86,4,5,3,5,0,0,0.027,1
18,11,7,3,0,11,1,0,1,0.611,1
80,25,55,4,2,5,6,0,0,0.062,1
34,12,22,1,0,0,2,0,0,0.0,0
33,15,18,1,1,0,2,0,0,0.0,0
38,10,28,1,3,14,2,0,0,0.368,0
70,9,61,2,1,11,6,0,0,0.157,0
54,17,37,4,4,15,1,0,0,0.278,1
24,13,11,3,0,10,2,0,1,0.417,1
40,14,26,3,0,1,2,0,0,0.025,0
24,11,13,1,0,0,3,0,0,0.0,0
31,12,19,1,0,0,2,0,0,0.0,0
45,16,29,1,2,0,3,0,0,0.0,0
35,9,26,1,1,0,2,0,0,0.0,0
179,13,166,6,3,42,1,0,1,0.235,1
23,8,15,1,0,0,1,0,0,0.0,0
28,13,15,2,0,6,1,0,0,0.214,1
71,7,64,2,5,4,5,0,0,0.056,0
26,19,7,4,0,15,1,0,0,0.577,1
26,19,7,4,0,15,1,0,0,0.577,1
56,11,45,1,5,0,4,0,0,0.0,0
32,14,18,4,0,11,2,0,1,0.344,1
23,21,2,3,0,17,1,0,0,0.739,1
15,11,4,1,0,0,2,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
89,25,64,4,0,5,5,0,0,0.056,1
33,11,22,2,0,2,1,0,0,0.061,1
23,13,10,1,1,0,1,0,0,0.0,0
18,11,7,3,0,12,1,0,1,0.667,1
21,19,2,3,0,15,1,0,0,0.714,1
62,16,46,3,1,13,4,0,0,0.21,0
46,7,39,1,2,0,4,0,0,0.0,0
36,10,26,1,1,0,3,0,0,0.0,0
16,11,5,1,0,0,2,0,0,0.0,0
176,25,151,4,5,5,6,0,0,0.028,1
40,9,31,3,0,0,5,0,0,0.0,0
23,21,2,3,0,17,1,0,0,0.739,1
32,17,15,2,0,4,2,0,0,0.125,1
25,18,7,4,0,14,1,0,0,0.56,1
122,25,97,7,3,3,7,0,0,0.025,1
125,11,114,1,9,6,5,0,0,0.048,0
26,18,8,2,1,1,1,0,0,0.038,1
28,19,9,1,0,0,1,0,0,0.0,0
71,10,61,2,0,24,4,0,0,0.338,0
118,7,111,5,5,18,4,0,0,0.153,0
17,13,4,3,0,11,1,0,1,0.647,1
36,15,21,1,0,0,2,0,0,0.0,0
41,15,26,1,2,0,2,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
29,7,22,1,0,0,4,0,0,0.0,0
15,8,7,1,0,0,1,0,0,0.0,0
25,14,11,1,0,0,2,0,0,0.0,0
61,13,48,4,1,31,3,0,1,0.508,1
66,9,57,1,1,0,4,0,0,0.0,0
19,11,8,1,0,0,1,0,0,0.0,0
19,14,5,3,0,11,1,0,1,0.579,1
25,14,11,4,0,11,1,0,1,0.44,1
108,11,97,2,6,28,3,0,0,0.259,0
35,11,24,1,1,0,4,0,0,0.0,0
106,25,81,5,4,3,6,0,0,0.028,1
18,13,5,4,0,10,1,0,1,0.556,1
37,13,24,4,0,10,2,0,1,0.27,1
57,20,37,2,4,17,1,0,0,0.298,1
23,21,2,3,0,17,1,0,0,0.739,1
26,19,7,4,0,15,1,0,0,0.577,1
22,10,12,1,0,0,2,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
107,25,82,4,3,2,6,0,0,0.019,1
32,15,17,4,0,12,2,0,1,0.375,1
33,12,21,1,0,0,4,0,0,0.0,0
48,17,31,2,0,2,2,0,0,0.042,1
22,20,2,3,0,16,1,0,0,0.727,1
19,15,4,3,0,13,1,0,1,0.684,1
23,21,2,3,0,17,1,0,0,0.739,1
19,12,7,3,0,13,1,0,1,0.684,1
40,15,25,1,0,0,3,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
38,10,28,1,3,13,2,0,0,0.342,0
26,13,13,5,2,12,1,0,1,0.462,1
